verdict,title,lot_string,grade_class,language,product_line,current_total,max_bid_total,max_bid_hammer,headroom,comp,n_sales_90d,last_sold,confidence,fc_comp,fc_n_sales,fc_last_sold,win_likely,floor,active_supply,bids,auction_ends_at,url,reason
REJECT,2003 Pokemon Skyridge Stantler #102 CGC 10 GEM MINT,WA239 Lot: 12975F8,CGC10_GEM,EN,TCG,0.0,,,,38.0,1,2026-08-03,0.58,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/efd6d520-920e-11f1-9461-02fff39530e1/2003-pokemon-skyridge-stantler-102-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Rattata #90 CGC 10 GEM MINT,WA239 Lot: 12974F18,CGC10_GEM,EN,TCG,0.0,,,,28.11,1,2026-07-06,0.47,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0346c1c-920e-11f1-a919-0a58a9feac02/2003-pokemon-skyridge-rattata-90-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Shuckle #96 CGC 10 PRISTINE,WA239 Lot: 12974F9,CGC10_PRISTINE,EN,TCG,0.0,,,,300.0,1,2026-06-21,0.41,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f04bf3f0-920e-11f1-8034-02ffe07bb5c9/2003-pokemon-skyridge-shuckle-96-cgc-10-pristine,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Apricorn Maker #121 CGC 10 GEM MINT,WA239 Lot: 12978F4,CGC10_GEM,EN,TCG,0.0,,,,89.99,2,2026-07-09,0.52,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f04cc186-920e-11f1-bc7b-0623b0482e9d/2003-pokemon-skyridge-apricorn-maker-121-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Steelix #31 CGC 10 PRISTINE,WA239 Lot: 12963F6,CGC10_PRISTINE,EN,TCG,0.0,,,,330.0,1,2026-06-26,0.43,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0b861e8-920e-11f1-a4bf-0a58a9feac02/2003-pokemon-skyridge-steelix-31-cgc-10-pristine,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Meowth #78 CGC 10 GEM MINT,WA239 Lot: 12974F30,CGC10_GEM,EN,TCG,0.0,,,,340.5,2,2026-07-01,0.46,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f0b8b148-920e-11f1-af93-0a58a9feac02/2003-pokemon-skyridge-meowth-78-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Eevee #54 CGC 10 GEM MINT,WA239 Lot: 12970F2,CGC10_GEM,EN,TCG,0.0,,,,64.73,1,2026-05-24,0.3,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f101142e-920e-11f1-8b91-06059239ef07/2003-pokemon-skyridge-eevee-54-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Reverse Holo Fast Ball #124 CGC 10 GEM MINT,WA239 Lot: 12978F2,CGC10_GEM,EN,TCG,0.0,,,,66.0,2,2026-07-05,0.51,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f1354d20-920e-11f1-b35c-0ab75a8348d7/2003-pokemon-skyridge-reverse-holo-fast-ball-124-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2004 Pokemon EX Hidden Legends Relicanth #24 CGC 10 GEM MINT,WA239 Lot: 13013F3,CGC10_GEM,EN,TCG,0.0,,,,81.99,2,2026-06-01,0.22,,,,,,,0,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/3e8b9ede-9229-11f1-b36d-02fff39530e1/2004-pokemon-ex-hidden-legends-relicanth-24-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
NO_COMPS,2003 Pokemon Skyridge Holo Houndoom #H11 CGC 10 PRISTINE,WA238 Lot: 11366F2,CGC10_PRISTINE,EN,TCG,3720.0,,,,,,,,,,,,,,15,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3dac862a-8d21-11f1-8843-0a58a9feac02/2003-pokemon-skyridge-holo-houndoom-h11-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Gym Heroes 1st Edition Holo Lt. Surge's Electabuzz #6 CGC 10 PRISTINE,WA238 Lot: 10461,CGC10_PRISTINE,EN,TCG,720.0,,,,,,,,,,,,,,16,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/319fdb38-8629-11f1-b98c-02ba9858bad3/2000-pokemon-gym-heroes-1st-edition-holo-lt-surges-electabuzz-6-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Expedition Holo Feraligatr #12 CGC 10 GEM MINT,WA238 Lot: 10900,CGC10_GEM,EN,TCG,384.0,,,,,,,,,,,,,,13,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/27eca422-89bc-11f1-9bf1-0a58a9feac02/2002-pokemon-expedition-holo-feraligatr-12-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,"2005 Pokemon Japanese Golden Sky, Silvery Ocean 1st Ed Holo Tyranitar EX #93 CGC 10 PRISTINE",WA238 Lot: 11861,CGC10_PRISTINE,JA,TCG,372.0,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/b84ec1d4-8b98-11f1-99e9-02ffc7ab3375/2005-pokemon-japanese-golden-sky-silvery-ocean-1st-ed-holo-tyranitar-ex-93-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Chrome Pokemon Series 2 Spectra Scyther #123 CGC 10 PRISTINE,WA238 Lot: 10693F3,CGC10_PRISTINE,EN,TOPPS,264.0,,,,,,,,,,,,,,23,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/539a869c-8bf7-11f1-a2f4-0a58a9feac02/2000-topps-chrome-pokemon-series-2-spectra-scyther-123-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Skyridge Holo Xatu #H32 CGC 10 GEM MINT,WA238 Lot: 11372,CGC10_GEM,EN,TCG,252.0,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31906f2c-8629-11f1-be1f-02ba9858bad3/2003-pokemon-skyridge-holo-xatu-h32-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Expedition Holo Clefable #7 CGC 10 GEM MINT,WA238 Lot: 10894,CGC10_GEM,EN,TCG,156.0,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/27f2e9a4-89bc-11f1-a291-0a58a9feac02/2002-pokemon-expedition-holo-clefable-7-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Dragon Holo Absol #1 CGC 10 GEM MINT,WA238 Lot: 11103,CGC10_GEM,EN,TCG,144.0,,,,,,,,,,,,,,12,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/8bf9ed44-86ab-11f1-b121-02ba9858bad3/2003-pokemon-ex-dragon-holo-absol-1-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2009 Pokemon Japanese Movie Commemoration Random Pack Meowth M #17 CGC 10 PRISTINE,WA238 Lot: 12253,CGC10_PRISTINE,JA,TCG,132.0,,,,,,,,,,,,,,10,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/cfe957fa-8b98-11f1-b57c-02ffc7ab3375/2009-pokemon-japanese-movie-commemoration-random-pack-meowth-m-17-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Magma's Aggron #7 CGC 10 GEM MINT,WA238 Lot: 11517,CGC10_GEM,EN,TCG,126.0,,,,,,,,,,,,,,22,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eaf869f0-86ac-11f1-b50a-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-magmas-aggron-7-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Delta Species Ditto Charmander #37 CGC 10 PRISTINE,WA238 Lot: 11738F2,CGC10_PRISTINE,EN,TCG,126.0,,,,,,,,,,,,,,19,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ef497716-8d04-11f1-ba6f-0a58a9feac02/2005-pokemon-ex-delta-species-ditto-charmander-37-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Intense Fight In Destroyed Sky 1st Ed. Holo Giratina #48 CGC 10 PRISTINE,WA238 Lot: 12170,CGC10_PRISTINE,JA,TCG,79.2,,,,,,,,,,,,,,22,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4f361922-83a5-11f1-91b6-02ba9858bad3/2008-pokemon-japanese-intense-fight-in-destroyed-sky-1st-ed-holo-giratina-48-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Pokemon Japanese Stadium 2 N64 Cards Kyodo Charizard #006 CGC 10 PRISTINE,WA238 Lot: 9623,CGC10_PRISTINE,JA,TCG,76.8,,,,,,,,,,,,,,12,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6b83e7ae-85e8-11f1-8652-0a58a9feac02/1999-pokemon-japanese-stadium-2-n64-cards-kyodo-charizard-006-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Sandslash #21 CGC 10 GEM MINT,WA238 Lot: 11281,CGC10_GEM,EN,TCG,76.8,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/1550e8da-8a86-11f1-ba41-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-sandslash-21-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Bonds To The End Of Time 1st Ed. Holo Floatzel GL LV.X CGC 10 PRISTINE,WA238 Lot: 12156,CGC10_PRISTINE,JA,TCG,74.4,,,,,,,,,,,,,,14,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e3821ee0-81e9-11f1-bcfd-0ace1c209d1b/2008-pokemon-japanese-bonds-to-the-end-of-time-1st-ed-holo-floatzel-gl-lvx-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Ruby & Sapphire Reverse Holo Skitty #70 CGC 10 GEM MINT,WA238 Lot: 11240F1,CGC10_GEM,EN,TCG,72.0,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/af7f3512-8dd1-11f1-9a9f-02ffdf107aad/2003-pokemon-ex-ruby-sapphire-reverse-holo-skitty-70-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Unseen Forces Reverse Holo Meganium #9 CGC 10 GEM MINT,WA238 Lot: 11822,CGC10_GEM,EN,TCG,62.4,,,,,,,,,,,,,,20,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/845d24c2-88ac-11f1-ba3a-0a64024f05e9/2005-pokemon-ex-unseen-forces-reverse-holo-meganium-9-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Growlithe #65 CGC 10 GEM MINT,WA238 Lot: 11323,CGC10_GEM,EN,TCG,62.4,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6655980e-8a89-11f1-ac61-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-growlithe-65-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Topps Pokemon The First Movie Sticker Puzzle Card Charmander Charmeleon Charizard CGC 10,WA238 Lot: 10253,CGC10_UNSPEC,EN,TOPPS,60.0,,,,,,,,,,,,,,11,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/681a9966-89f1-11f1-b3a1-0a58a9feac02/1999-topps-pokemon-the-first-movie-sticker-puzzle-card-charmander-charmeleon-charizard-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Clear Card Pikachu #PC1 CGC 10 PRISTINE,WA238 Lot: 10698,CGC10_PRISTINE,EN,TOPPS,54.0,,,,,,,,,,,,,,11,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/1fb76782-8184-11f1-b1b6-0a58a9feac02/2000-topps-pokemon-series-2-clear-card-pikachu-pc1-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Ex Dragon Holo Crawdaunt #3 CGC 10 PRISTINE,WA238 Lot: 11108,CGC10_PRISTINE,EN,TCG,52.8,,,,,,,,,,,,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/8bff1ba2-86ab-11f1-b50d-02ba9858bad3/2003-pokemon-ex-dragon-holo-crawdaunt-3-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Expedition Reverse Holo Electabuzz #76 CGC 10 GEM MINT,WA238 Lot: 10950,CGC10_GEM,EN,TCG,42.0,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/28330368-89bc-11f1-9c03-0a58a9feac02/2002-pokemon-expedition-reverse-holo-electabuzz-76-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Dragon Reverse Holo Combusken #25 CGC 10 PRISTINE,WA238 Lot: 11136,CGC10_PRISTINE,EN,TCG,38.4,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31ebf568-8629-11f1-8877-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-combusken-25-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Dragon Reverse Holo Spoink #73 CGC 10 PRISTINE,WA238 Lot: 11201,CGC10_PRISTINE,EN,TCG,38.4,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb5e3f50-86ac-11f1-9f23-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-spoink-73-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Japanese Stadium 2 N64 Kyodo Abra #63 CGC 10 PRISTINE,WA238 Lot: 10298F3,CGC10_PRISTINE,JA,TCG,38.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/03fbb0e8-8c97-11f1-9036-0a58a9feac02/2000-pokemon-japanese-stadium-2-n64-kyodo-abra-63-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Pokemon Japanese Southern Islands R.I. Butterfree CGC 10 GEM MINT,WA238 Lot: 10245,CGC10_GEM,JA,TCG,37.2,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/16af1430-8ba9-11f1-86d8-0a58a9feac02/1999-pokemon-japanese-southern-islands-ri-butterfree-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Clear Card Pikachu #PC1 CGC 10 GEM MINT,WA238 Lot: 10696F1,CGC10_GEM,EN,TOPPS,37.2,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/2d06a72c-8ed6-11f1-871e-0a58a9feac02/2000-topps-pokemon-series-2-clear-card-pikachu-pc1-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Japanese Promo Starter Triple Get Holo Charizard #14 CGC 10 GEM MINT,WA239 Lot: 12697,CGC10_GEM,JA,TCG,37.2,,,,,,,,,,,,,,5,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/59a10fda-90bf-11f1-9297-0ac787c31077/2001-pokemon-japanese-promo-starter-triple-get-holo-charizard-14-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Black Star Promo Suicune #53 CGC 10 GEM MINT,WA238 Lot: 10889,CGC10_GEM,EN,TCG,34.8,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/8bed34d2-86ab-11f1-971e-02ba9858bad3/2002-pokemon-black-star-promo-suicune-53-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon XD Petapeta Chip Media Factory Stickers Shadow Lugia CGC 10 GEM MINT,WA238 Lot: 11730,CGC10_GEM,EN,TCG,31.2,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/04156c84-8974-11f1-9572-0ac7cba91cc9/2005-pokemon-xd-petapeta-chip-media-factory-stickers-shadow-lugia-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1997 Pokemon Japanese Pocket Monsters Carddass Part 4 Cloyster #91 CGC 10 GEM MINT,WA238 Lot: 9293,CGC10_GEM,JA,BANDAI,31.2,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3ff4186c-8b8c-11f1-adef-0a58a9feac02/1997-pokemon-japanese-pocket-monsters-carddass-part-4-cloyster-91-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 1 Latios Dragon Claw #294 CGC 10,WA238 Lot: 11726,CGC10_UNSPEC,JA,BANDAI,30.0,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/04424826-8974-11f1-90ca-0a58a9feac02/2005-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-1-latios-dragon-claw-294-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 3 Deoxys Psycho Boost #335 CGC 10,WA238 Lot: 11897,CGC10_UNSPEC,JA,BANDAI,30.0,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/046a696e-8974-11f1-8f46-0a58a9feac02/2006-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-3-deoxys-psycho-boost-335-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Magma's Lairon #36 CGC 10 GEM MINT,WA238 Lot: 11587,CGC10_GEM,EN,TCG,28.8,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eaf9f0f4-86ac-11f1-800c-02ba9858bad3/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-magmas-lairon-36-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon XD Petapeta Chip Media Factory Stickers Version A Shadow Lugia CGC 10 GEM MINT,WA238 Lot: 11729,CGC10_GEM,EN,TCG,28.8,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05058cdc-8974-11f1-a6b7-0a58a9feac02/2005-pokemon-xd-petapeta-chip-media-factory-stickers-version-a-shadow-lugia-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Merlin Series 1 Special Glitter Ash & Pikachu #S2 CGC 10 GEM MINT,WA238 Lot: 9546,CGC10_GEM,EN,TCG,27.6,,,,,,,,,,,,,,12,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a4effb2e-89ce-11f1-a29b-0a9954e76c3b/1998-pokemon-merlin-series-1-special-glitter-ash-pikachu-s2-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Clear Card Pikachu #PC1 CGC 10 GEM MINT,WA238 Lot: 10697,CGC10_GEM,EN,TOPPS,27.6,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/142944c4-8af0-11f1-a8f8-02fff561b66f/2000-topps-pokemon-series-2-clear-card-pikachu-pc1-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Holon Phantom 1st Edition Pidgeotto #17 CGC 10 PRISTINE,WA238 Lot: 11991F1,CGC10_PRISTINE,JA,TCG,26.4,,,,,,,,,,,,,,9,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66ebd6e0-8da7-11f1-b0b0-0a58a9feac02/2006-pokemon-japanese-holon-phantom-1st-edition-pidgeotto-17-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Best Scene Anime GB Pocket Spearows Attack Ash #17 CGC 10 PRISTINE,WA238 Lot: 9468,CGC10_PRISTINE,JA,TCG,25.2,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/efa6c39a-7caf-11f1-83c7-0a58a9feac02/1998-pokemon-japanese-best-scene-anime-gb-pocket-spearows-attack-ash-17-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1996 Pokemon Japanese Base Set Beedrill #15 CGC 10 GEM MINT,WA238 Lot: 9126,CGC10_GEM,JA,TCG,25.2,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e37d0f54-81e9-11f1-9909-0a58a9feac02/1996-pokemon-japanese-base-set-beedrill-15-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon XD Petapeta Chip Media Factory Stickers Rayquaza CGC 10 GEM MINT,WA238 Lot: 11731,CGC10_GEM,EN,TCG,25.2,,,,,,,,,,,,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0416039c-8974-11f1-ac42-0a4085219e11/2005-pokemon-xd-petapeta-chip-media-factory-stickers-rayquaza-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon XD Petapeta Chip Media Factory Stickers Version A Totodile CGC 10 GEM MINT,WA238 Lot: 11732,CGC10_GEM,EN,TCG,25.2,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/041619f4-8974-11f1-9ee5-0a58a9feac02/2005-pokemon-xd-petapeta-chip-media-factory-stickers-version-a-totodile-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,"2005 Pokemon Japanese Carddass The Weekly Machoke, The Hardest Worker In Town CGC 10 GEM MINT",WA238 Lot: 11724,CGC10_GEM,JA,BANDAI,25.2,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/055f9222-8974-11f1-b2b8-067668e47ec1/2005-pokemon-japanese-carddass-the-weekly-machoke-the-hardest-worker-in-town-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Merlin Stickers Series 1 Special Glitter Psyduck #S10 CGC 10 GEM MINT,WA238 Lot: 9548,CGC10_GEM,EN,TCG,25.2,,,,,,,,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a4f0e6b0-89ce-11f1-ae1c-0a58a9feac02/1998-pokemon-merlin-stickers-series-1-special-glitter-psyduck-s10-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Azumarill #30 CGC 10 GEM MINT,WA238 Lot: 11289,CGC10_GEM,EN,TCG,25.2,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/86e5c5be-8a87-11f1-9613-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-azumarill-30-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium N64 Cards Pikachu #56 CGC 10 GEM MINT,WA238 Lot: 9467,CGC10_GEM,JA,TCG,25.2,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05acaebc-8b9b-11f1-a86f-0a58a9feac02/1998-pokemon-japanese-stadium-n64-cards-pikachu-56-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2009 Pokemon Japanese Platinum Promo Hiroba Challenge 5 Wins Victory Medal #31 CGC 10 GEM MINT,WA238 Lot: 12268F2,CGC10_GEM,JA,TCG,25.2,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/cf695b3c-8f93-11f1-bd05-0a58a9feac02/2009-pokemon-japanese-platinum-promo-hiroba-challenge-5-wins-victory-medal-31-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Pokemon Japanese Southern Islands R.I. Jigglypuff #39 CGC 10 GEM MINT,WA238 Lot: 10239,CGC10_GEM,JA,TCG,24.0,,,,,,,,,,,,,,13,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/16f163c6-8ba9-11f1-ac9e-0a26c9219bf1/1999-pokemon-japanese-southern-islands-ri-jigglypuff-39-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Japanese Sapporo Ichiban Noodle Stickers Hybrid Squirtle CGC 10 PRISTINE,WA238 Lot: 10706F1,CGC10_PRISTINE,JA,TCG,22.8,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02539d3c-8c97-11f1-9919-02ffe0dab235/2000-pokemon-japanese-sapporo-ichiban-noodle-stickers-hybrid-squirtle-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Clear Card Bulbasaur #PC2 CGC 10 GEM MINT,WA238 Lot: 10694,CGC10_GEM,EN,TOPPS,21.6,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/142ad848-8af0-11f1-b91b-02fff561b66f/2000-topps-pokemon-series-2-clear-card-bulbasaur-pc2-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium N64 Cards Kyodo Prism Pinsir #25 CGC 10 PRISTINE,WA238 Lot: 9463,CGC10_PRISTINE,JA,TCG,21.6,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05d7559a-8b9b-11f1-a23d-0a58a9feac02/1998-pokemon-japanese-stadium-n64-cards-kyodo-prism-pinsir-25-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium N64 Cards Prism Dugtrio #32 CGC 10 PRISTINE,WA238 Lot: 9465,CGC10_PRISTINE,JA,TCG,21.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05e5b838-8b9b-11f1-b4dc-0a58a9feac02/1998-pokemon-japanese-stadium-n64-cards-prism-dugtrio-32-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
