verdict,title,lot_string,grade_class,language,product_line,current_total,max_bid_total,max_bid_hammer,headroom,comp,n_sales_90d,last_sold,confidence,fc_comp,fc_n_sales,fc_last_sold,win_likely,floor,active_supply,bids,auction_ends_at,url,reason
NO_COMPS,1999 Pokemon Japanese Stadium 2 N64 Kyodo Magnemite #81 CGC 10 PRISTINE,WA238 Lot: 9621F1,CGC10_PRISTINE,JA,TCG,21.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/03f7fc8c-8c97-11f1-8fd8-0a079a551dc1/1999-pokemon-japanese-stadium-2-n64-kyodo-magnemite-81-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Topps Pokemon Series 2 Clear Card Bulbasaur #PC2 CGC 10 GEM MINT,WA238 Lot: 10693F4,CGC10_GEM,EN,TOPPS,21.6,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/2d06407a-8ed6-11f1-8b8f-06599302c76f/2000-topps-pokemon-series-2-clear-card-bulbasaur-pc2-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 2 Medicham Fire Punch #300 CGC 10,WA238 Lot: 11891,CGC10_UNSPEC,JA,BANDAI,20.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/046494bc-8974-11f1-8909-0a58a9feac02/2006-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-2-medicham-fire-punch-300-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 2 Makuhita Arm Thrust #311 CGC 10,WA238 Lot: 11894,CGC10_UNSPEC,JA,BANDAI,19.2,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/046a529e-8974-11f1-8ee8-062aa8b6a119/2006-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-2-makuhita-arm-thrust-311-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Pokemon Japanese Silver Poker Set Nintendo Playing Suicune CGC 10 GEM MINT,WA238 Lot: 10234,CGC10_GEM,JA,TCG,19.2,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/055aaa0a-8974-11f1-9f3d-0a4085219e11/1999-pokemon-japanese-silver-poker-set-nintendo-playing-suicune-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Weavile #271 CGC 10 GEM MINT,WA238 Lot: 12061F7,CGC10_GEM,JA,TCG,19.2,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02d5346e-8c97-11f1-9ca6-0a58a9feac02/2006-pokemon-japanese-diamond-pearl-space-time-creation-weavile-271-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Unseen Forces Holo Unown #? CGC 10 GEM MINT,WA238 Lot: 11814,CGC10_GEM,EN,TCG,18.0,,,,,,,,,,,,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31baf7e2-8629-11f1-9c65-02ba9858bad3/2005-pokemon-ex-unseen-forces-holo-unown-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Kirlia #40 CGC 10 GEM MINT,WA238 Lot: 11299,CGC10_GEM,EN,TCG,18.0,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/153f0246-8a86-11f1-9c92-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-kirlia-40-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Nuzleaf #49 CGC 10 GEM MINT,WA238 Lot: 11307,CGC10_GEM,EN,TCG,18.0,,,,,,,,,,,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/86d1e72e-8a87-11f1-ae8e-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-nuzleaf-49-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Stadium N64 Cards Jolteon #54 CGC 10 GEM MINT,WA238 Lot: 9466,CGC10_GEM,JA,TCG,18.0,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05b5acb0-8b9b-11f1-8128-069d8013de8f/1998-pokemon-japanese-stadium-n64-cards-jolteon-54-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Luxio #465 CGC 10 GEM MINT,WA238 Lot: 12061F2,CGC10_GEM,JA,TCG,18.0,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0329e0ae-8c97-11f1-9ccb-0a67e066e685/2006-pokemon-japanese-diamond-pearl-space-time-creation-luxio-465-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2002 Pokemon Japanese Wind From The Sea 1st Edition Tangela #15 CGC 10 GEM MINT,WA238 Lot: 11070,CGC10_GEM,JA,TCG,16.8,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e358b744-81e9-11f1-b93b-0a58a9feac02/2002-pokemon-japanese-wind-from-the-sea-1st-edition-tangela-15-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 3 Raticate Super Fang #028 CGC 10,WA238 Lot: 11896,CGC10_UNSPEC,JA,BANDAI,16.8,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/04459b52-8974-11f1-8873-0a4880282c19/2006-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-3-raticate-super-fang-028-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 2 Minun Helping Hand #302 CGC 10,WA238 Lot: 11893,CGC10_UNSPEC,JA,BANDAI,16.8,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0445f386-8974-11f1-a22d-067668e47ec1/2006-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-2-minun-helping-hand-302-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Kecleon #18 CGC 10 GEM MINT,WA238 Lot: 11276,CGC10_GEM,EN,TCG,16.8,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/154f7450-8a86-11f1-a7ab-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-kecleon-18-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Xatu #55 CGC 10 GEM MINT,WA238 Lot: 11313,CGC10_GEM,EN,TCG,16.8,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d43dfa6-8a89-11f1-8ebb-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-xatu-55-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Best Scene Anime GB Pocket Caterpie Appears In The Forest #21 CGC 10,WA238 Lot: 9460F1,CGC10_UNSPEC,JA,TCG,16.8,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/01eaf732-8c97-11f1-9c93-0a58a9feac02/1998-pokemon-japanese-best-scene-anime-gb-pocket-caterpie-appears-in-the-forest-21-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Best Scene Anime GB Pocket Viridian City's Nurse Joy #33 CGC 10 PRISTINE,WA238 Lot: 9461,CGC10_PRISTINE,JA,TCG,15.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ef2d2882-7caf-11f1-bd8c-0a58a9feac02/1998-pokemon-japanese-best-scene-anime-gb-pocket-viridian-citys-nurse-joy-33-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon EX Fire Red & Leaf Green Reverse Holo Venomoth #49 CGC 10 GEM MINT,WA238 Lot: 11455,CGC10_GEM,EN,TCG,15.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e322fb22-81e9-11f1-ba5e-0ace1c209d1b/2004-pokemon-ex-fire-red-leaf-green-reverse-holo-venomoth-49-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Master Ball #88 CGC 10 PRISTINE,WA238 Lot: 11774,CGC10_PRISTINE,EN,TCG,15.6,,,,,,,,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67b87074-89f1-11f1-9a53-0a58a9feac02/2005-pokemon-ex-deoxys-master-ball-88-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Magma's Baltoy #32 CGC 10 GEM MINT,WA238 Lot: 11579,CGC10_GEM,EN,TCG,15.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/bab4d394-8b86-11f1-9788-06b280e0690b/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-magmas-baltoy-32-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Kyodo Stadium N64 Cards Venusaur #52 CGC 10 GEM MINT,WA238 Lot: 9460,CGC10_GEM,JA,TCG,15.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05af5bf8-8b9b-11f1-98a5-0a58a9feac02/1998-pokemon-japanese-kyodo-stadium-n64-cards-venusaur-52-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese Bandai Kids Cards Attack DP 1 Starly Growl #404 CGC 10 GEM MINT,WA238 Lot: 12154F1,CGC10_GEM,JA,BANDAI,15.6,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0160a0dc-8c97-11f1-af41-068eb5fae0c5/2008-pokemon-japanese-bandai-kids-cards-attack-dp-1-starly-growl-404-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese DP Cry From The Mysterious 1st Edition Poochyena #311 CGC 10 GEM MINT,WA238 Lot: 12158F3,CGC10_GEM,JA,TCG,15.6,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02dbb5fa-8c97-11f1-810c-069e66fb5ca7/2008-pokemon-japanese-dp-cry-from-the-mysterious-1st-edition-poochyena-311-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese World Champions Pack Magneton #026 CGC 10 GEM MINT,WA238 Lot: 12154F4,CGC10_GEM,JA,TCG,15.6,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0307c5a0-8c97-11f1-8256-0ab1bf330cab/2007-pokemon-japanese-world-champions-pack-magneton-026-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Voltorb #109 CGC 10 GEM MINT,WA238 Lot: 12147F3,CGC10_GEM,JA,TCG,15.6,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/030f6b3e-8c97-11f1-a008-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-shining-darkness-voltorb-109-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Diamond & Pearl Shining Darkness Voltorb #109 CGC 10 GEM MINT,WA238 Lot: 12147F1,CGC10_GEM,JA,TCG,15.6,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/031c0ede-8c97-11f1-abd8-0a58a9feac02/2007-pokemon-japanese-diamond-pearl-shining-darkness-voltorb-109-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Japanese Neo 2 Natu #177 CGC 10 PRISTINE,WA238 Lot: 10391F2,CGC10_PRISTINE,JA,TCG,15.6,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/677644a8-8d2d-11f1-bac7-0a58a9feac02/2000-pokemon-japanese-neo-2-natu-177-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Shroomish #72 CGC 10 GEM MINT,WA238 Lot: 11766,CGC10_GEM,EN,TCG,14.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67bc6f6c-89f1-11f1-94c3-0a58a9feac02/2005-pokemon-ex-deoxys-shroomish-72-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Meteor Falls #89 CGC 10 GEM MINT,WA238 Lot: 11775,CGC10_GEM,EN,TCG,14.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67d9fba4-89f1-11f1-b1a3-0a58a9feac02/2005-pokemon-ex-deoxys-meteor-falls-89-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Weezing #51 CGC 10 GEM MINT,WA238 Lot: 11756,CGC10_GEM,EN,TCG,14.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67efa634-89f1-11f1-8238-0a58a9feac02/2005-pokemon-ex-deoxys-weezing-51-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Japanese Top-Seika Gold And Silver Chikorita #152 CGC 10 GEM MINT,WA238 Lot: 10690F2,CGC10_GEM,JA,TCG,14.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/013dd282-8c97-11f1-8108-0a58a9feac02/2000-pokemon-japanese-top-seika-gold-and-silver-chikorita-152-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Pachirisu #480 CGC 10 GEM MINT,WA238 Lot: 12061F6,CGC10_GEM,JA,TCG,14.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02f86466-8c97-11f1-a48a-0ae4df76c103/2006-pokemon-japanese-diamond-pearl-space-time-creation-pachirisu-480-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Diamond & Pearl Space-Time Creation Luxio #465 CGC 10 GEM MINT,WA238 Lot: 12061F9,CGC10_GEM,JA,TCG,14.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0324b502-8c97-11f1-8390-02ffc805dd29/2006-pokemon-japanese-diamond-pearl-space-time-creation-luxio-465-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon Japanese Miracle Of The Desert 1st Edition Holo Seviper #8 CGC 10 GEM MINT,WA238 Lot: 11351F1,CGC10_GEM,JA,TCG,14.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3d8223f4-8d02-11f1-8b47-0ab1bf330cab/2003-pokemon-japanese-miracle-of-the-desert-1st-edition-holo-seviper-8-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon Japanese Secret Of The Lakes Exeggcute CGC 10 GEM MINT,WA238 Lot: 12138,CGC10_GEM,JA,TCG,13.2,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0d81d330-818a-11f1-b87c-0a58a9feac02/2007-pokemon-japanese-secret-of-the-lakes-exeggcute-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon EX Holon Phantoms Reverse Holo Corphish #63 CGC 10 GEM MINT,WA238 Lot: 11938,CGC10_GEM,EN,TCG,13.2,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6691c958-86ad-11f1-92ab-02ba9858bad3/2006-pokemon-ex-holon-phantoms-reverse-holo-corphish-63-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1997 Pokemon Japanese Batomen Anime Version Vaporeon #64 CGC 10 GEM MINT,WA238 Lot: 9335,CGC10_GEM,JA,TCG,13.2,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/046d514c-8974-11f1-8451-0ab8815e0551/1997-pokemon-japanese-batomen-anime-version-vaporeon-64-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Neo Revelation Zubat #59 CGC 10 PRISTINE,WA238 Lot: 10843F1,CGC10_PRISTINE,EN,TCG,13.2,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6779e28e-8d2d-11f1-bc06-0a58a9feac02/2001-pokemon-neo-revelation-zubat-59-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Italian Base Set 1st Edition Dugtrio #19 CGC 10 GEM MINT,WA238 Lot: 10311,CGC10_GEM,EN,TCG,12.0,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4de8a406-8902-11f1-acdb-0a58a9feac02/2000-pokemon-italian-base-set-1st-edition-dugtrio-19-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Slakoth #73 CGC 10 PRISTINE,WA238 Lot: 11767,CGC10_PRISTINE,EN,TCG,12.0,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67dcd798-89f1-11f1-b6e1-0a58a9feac02/2005-pokemon-ex-deoxys-slakoth-73-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon Ex Deoxys Numel #68 CGC 10 GEM MINT,WA238 Lot: 11763,CGC10_GEM,EN,TCG,12.0,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67de3dd6-89f1-11f1-bddd-0a58a9feac02/2005-pokemon-ex-deoxys-numel-68-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Seal Retsuden DX Ensky Glitter Moltres Fire Blast #253 CGC 10 GEM MINT,WA238 Lot: 11898,CGC10_GEM,JA,TCG,10.8,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6a3d4e44-85e8-11f1-ba9a-022c02af0647/2006-pokemon-japanese-seal-retsuden-dx-ensky-glitter-moltres-fire-blast-253-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Beldum #55 CGC 10 GEM MINT,WA238 Lot: 11759,CGC10_GEM,EN,TCG,10.8,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67acfcc6-89f1-11f1-b235-0a58a9feac02/2005-pokemon-ex-deoxys-beldum-55-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2003 Pokemon EX Sandstorm Reverse Holo Steelix #23 CGC 10 GEM MINT,WA238 Lot: 11283,CGC10_GEM,EN,TCG,10.8,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66593ac2-8a89-11f1-8be3-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-steelix-23-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese DP Cry From The Mysterious 1st Edition Poochyena #311 CGC 10 GEM MINT,WA238 Lot: 12158F6,CGC10_GEM,JA,TCG,10.8,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02dc3516-8c97-11f1-9932-0a58a9feac02/2008-pokemon-japanese-dp-cry-from-the-mysterious-1st-edition-poochyena-311-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon Kids' WB! Poke Card Creator Contest Torchic #3 CGC 10 GEM MINT,WA239 Lot: 13048,CGC10_GEM,EN,TCG,10.8,,,,,,,,,,,,,,4,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/d06b86aa-9050-11f1-ade7-0a58a9feac02/2004-pokemon-kids-wb-poke-card-creator-contest-torchic-3-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2009 Pokemon Japanese Bandai Kids DP National Pokedex 4 Arceus #493 CGC 10 PRISTINE,WA238 Lot: 12210,CGC10_PRISTINE,JA,BANDAI,9.6,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/b051f84a-8808-11f1-ade6-02ffc9b936f5/2009-pokemon-japanese-bandai-kids-dp-national-pokedex-4-arceus-493-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Deoxys Nincada #67 CGC 10 PRISTINE,WA238 Lot: 11762,CGC10_PRISTINE,EN,TCG,9.6,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/67de13c4-89f1-11f1-817a-0a58a9feac02/2005-pokemon-ex-deoxys-nincada-67-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2004 Pokemon EX Team Magma VS Aqua Reverse Holo Team Aqua's Corphish #26 CGC 10 GEM MINT,WA238 Lot: 11567,CGC10_GEM,EN,TCG,9.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/bad06262-8b86-11f1-9149-0a58a9feac02/2004-pokemon-ex-team-magma-vs-aqua-reverse-holo-team-aquas-corphish-26-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1998 Pokemon Japanese Kyodo Stadium N64 Cards Zapdos #24 CGC 10 GEM MINT,WA238 Lot: 9459,CGC10_GEM,JA,TCG,9.6,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/05a9b00e-8b9b-11f1-837a-02ffc7ab3375/1998-pokemon-japanese-kyodo-stadium-n64-cards-zapdos-24-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1997 Pokemon Japanese Topsun Original Series Block Prism Holo Jolteon CGC 10 GEM MINT,WA239 Lot: 11736,CGC10_GEM,JA,TOPSUN,9.6,,,,,,,,,,,,,,3,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f52f87da-9054-11f1-9d36-0a58a9feac02/1997-pokemon-japanese-topsun-original-series-block-prism-holo-jolteon-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2001 Pokemon Neo Discovery Unown M #49 CGC 10 GEM MINT,WA238 Lot: 10830F1,CGC10_GEM,EN,TCG,9.6,,,,,,,,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/c7f476e2-90ed-11f1-b59e-0a58a9feac02/2001-pokemon-neo-discovery-unown-m-49-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2007 Pokemon EX Power Keepers Holo Slaking #13 CGC 10 GEM MINT,WA238 Lot: 12096,CGC10_GEM,EN,TCG,8.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e385cd9c-81e9-11f1-9a26-0a58a9feac02/2007-pokemon-ex-power-keepers-holo-slaking-13-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Seal Retsuden DX 4 Ensky Clear Glitter Grimer Haze #230 CGC 10 PRISTINE,WA238 Lot: 11899,CGC10_PRISTINE,JA,TCG,8.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6a3939da-85e8-11f1-8a02-0a58a9feac02/2006-pokemon-japanese-seal-retsuden-dx-4-ensky-clear-glitter-grimer-haze-230-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,2005 Pokemon EX Unseen Forces Reverse Holo Aipom #34 CGC 10 GEM MINT,WA238 Lot: 11838,CGC10_GEM,EN,TCG,8.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/91a1bf3a-88ac-11f1-9c20-0a58a9feac02/2005-pokemon-ex-unseen-forces-reverse-holo-aipom-34-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2006 Pokemon Japanese Bandai Kids Cards Attack Pokemon Kids 3 Weepinbell Sweet Scent #23 CGC 10,WA238 Lot: 11895,CGC10_UNSPEC,JA,BANDAI,8.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/04445968-8974-11f1-b863-0a4880282c19/2006-pokemon-japanese-bandai-kids-cards-attack-pokemon-kids-3-weepinbell-sweet-scent-23-cgc-10,no sold data on either marketplace for this exact grade tier
NO_COMPS,2008 Pokemon Japanese DP Temple Of Anger 1st Edition Holo Porygon-Z LV.X CGC 10 GEM MINT,WA238 Lot: 12198,CGC10_GEM,JA,TCG,8.4,,,,,,,,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/400d0710-8b54-11f1-b02f-0aecd5405b0f/2008-pokemon-japanese-dp-temple-of-anger-1st-edition-holo-porygon-z-lvx-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,2000 Pokemon Japanese Top-Seika Gold And Silver Cyndaquil #155 CGC 10 GEM MINT,WA238 Lot: 10690F1,CGC10_GEM,JA,TCG,8.4,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0139dc72-8c97-11f1-a18d-0a58a9feac02/2000-pokemon-japanese-top-seika-gold-and-silver-cyndaquil-155-cgc-10-gem-mint,no sold data on either marketplace for this exact grade tier
NO_COMPS,1999 Pokemon Base Set Shadowless 1st Edition Koffing #51 CGC 10 PRISTINE,WA239 Lot: 11916F1,CGC10_PRISTINE,EN,TCG,8.4,,,,,,,,,,,,,,2,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/7727c9d4-91ed-11f1-b407-0a58a9feac02/1999-pokemon-base-set-shadowless-1st-edition-koffing-51-cgc-10-pristine,no sold data on either marketplace for this exact grade tier
NO_COMPS,"2005 Pokemon Japanese Carddass The Weekly Treecko, is Bullet Seed Difficult? #05 CGC 10 GEM",WA238 Lot: 11720,CGC10_GEM,JA,BANDAI,7.2,,,,,,,,,,,,,,2,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/046f0032-8974-11f1-83ae-06bf3f143b6b/2005-pokemon-japanese-carddass-the-weekly-treecko-is-bullet-seed-difficult-05-cgc-10-gem,no sold data on either marketplace for this exact grade tier
